response_id,item,domain,scorer_type,llm_1,llm_2,llm_3,llm_avg,model_size,model_name,rubric_type
413,6,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
204,13,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
482,7,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
558,17,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
149,12,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
169,3,ELA,criteria,0,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
748,10,ELA,criteria,1,0,1,1,New,OpenAI o3,Criteria Only
298,14,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
624,18,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
321,5,ELA,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
220,13,Math,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
390,15,Math,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
418,6,ELA,criteria,0,0,0,0,New,OpenAI o3,Criteria Only
276,4,ELA,criteria_examples,1,1,1,1,New,OpenAI o3,Full
716,19,Math,criteria_examples,1,1,1,1,New,Gemini 2.5 Pro,Full
519,7,ELA,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
36,1,ELA,criteria_examples,1,1,1,1,New,OpenAI o3,Full
730,10,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
491,7,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
561,8,ELA,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
158,12,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
244,4,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
709,19,Math,basic,1,1,1,1,New,OpenAI o3,Empty
441,16,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
590,8,ELA,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
641,9,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
23,1,ELA,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
638,18,Math,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
615,18,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
635,18,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
484,7,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
668,9,ELA,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
737,10,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
395,15,Math,criteria,0,0,0,0,New,OpenAI o3,Criteria Only
126,12,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
634,18,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
410,6,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
113,2,ELA,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
283,14,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
489,7,ELA,basic,0,0,0,0,New,OpenAI o3,Empty
404,6,ELA,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
515,7,ELA,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
787,20,Math,basic,1,1,1,1,New,OpenAI o3,Empty
102,2,ELA,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
762,20,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
348,5,ELA,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
609,18,Math,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
107,2,ELA,basic,0,1,1,1,New,Claude 4.0 Sonnet,Empty
793,20,Math,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
414,6,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
23,1,ELA,basic,1,1,1,1,New,OpenAI o3,Empty
446,16,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
23,1,ELA,criteria_examples,1,1,1,1,New,Gemini 2.5 Pro,Full
692,19,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
186,3,ELA,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
548,17,Math,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
440,6,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
408,6,ELA,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
206,13,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
447,16,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
569,8,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
6,1,ELA,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
193,3,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
701,19,Math,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
13,1,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
77,11,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
701,19,Math,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
391,15,Math,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
420,6,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
261,4,ELA,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
389,15,Math,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
691,19,Math,criteria,0,0,0,0,New,OpenAI o3,Criteria Only
138,12,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
555,17,Math,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
385,15,Math,basic,1,1,1,1,New,OpenAI o3,Empty
695,19,Math,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
428,6,ELA,basic,1,1,1,1,New,OpenAI o3,Empty
140,12,Math,basic,0,0,0,0,New,OpenAI o3,Empty
440,6,ELA,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
311,14,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
405,6,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
420,6,ELA,basic,0,0,0,0,New,OpenAI o3,Empty
124,12,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
149,12,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
575,8,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
222,13,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
596,8,ELA,basic,1,0,1,1,New,Claude 4.0 Sonnet,Empty
481,7,ELA,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
374,15,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
679,9,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
348,5,ELA,basic,1,1,1,1,New,OpenAI o3,Empty
666,9,ELA,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
250,4,ELA,criteria_examples,0,1,1,1,New,OpenAI o4 Mini,Full
469,16,Math,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
578,8,ELA,criteria_examples,1,1,1,1,New,OpenAI o3,Full
246,4,ELA,basic,1,1,1,1,New,OpenAI o3,Empty
116,2,ELA,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
723,10,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
420,6,ELA,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
610,18,Math,criteria_examples,0,1,1,1,New,Gemini 2.5 Pro,Full
329,5,ELA,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
749,10,ELA,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
393,15,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
499,7,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
400,15,Math,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
456,16,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
552,17,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
89,2,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
435,6,ELA,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
336,5,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
536,17,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
391,15,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
487,7,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
611,18,Math,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
145,12,Math,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
127,12,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
374,15,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
236,13,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
207,13,Math,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
390,15,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
341,5,ELA,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
238,13,Math,basic,1,1,1,1,New,OpenAI o3,Empty
267,4,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
190,3,ELA,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
719,19,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
170,3,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
342,5,ELA,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
444,16,Math,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
670,9,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
311,14,Math,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
202,13,Math,criteria,0,0,0,0,New,OpenAI o3,Criteria Only
80,11,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
341,5,ELA,criteria_examples,1,1,1,1,New,Gemini 2.5 Pro,Full
785,20,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
428,6,ELA,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
172,3,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
574,8,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
235,13,Math,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
298,14,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
215,13,Math,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
569,8,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
17,1,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
653,9,ELA,basic,0,0,0,0,New,OpenAI o3,Empty
235,13,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
704,19,Math,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
177,3,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
250,4,ELA,basic,0,0,0,0,New,OpenAI o3,Empty
624,18,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
127,12,Math,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
281,14,Math,basic,0,0,0,0,New,OpenAI o3,Empty
768,20,Math,basic,0,0,0,0,New,OpenAI o3,Empty
784,20,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
279,4,ELA,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
344,5,ELA,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
587,8,ELA,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
601,18,Math,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
705,19,Math,basic,0,0,0,0,New,OpenAI o3,Empty
500,7,ELA,criteria,0,0,0,0,New,OpenAI o3,Criteria Only
230,13,Math,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
18,1,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
428,6,ELA,criteria_examples,1,1,1,1,New,OpenAI o3,Full
559,17,Math,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
556,17,Math,basic,1,1,1,1,New,OpenAI o3,Empty
564,8,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
508,7,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
132,12,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
715,19,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
352,5,ELA,basic,0,1,1,1,New,OpenAI o3,Empty
790,20,Math,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
482,7,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
694,19,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
27,1,ELA,basic,1,1,1,1,New,OpenAI o3,Empty
733,10,ELA,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
550,17,Math,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
49,11,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
322,5,ELA,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
256,4,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
48,11,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
518,7,ELA,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
550,17,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
329,5,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
456,16,Math,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
211,13,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
605,18,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
189,3,ELA,criteria_examples,1,1,1,1,New,Gemini 2.5 Pro,Full
75,11,Math,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
681,19,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
463,16,Math,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
530,17,Math,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
503,7,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
543,17,Math,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
782,20,Math,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
469,16,Math,basic,1,1,1,1,New,OpenAI o3,Empty
336,5,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
591,8,ELA,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
457,16,Math,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
6,1,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
253,4,ELA,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
599,8,ELA,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
224,13,Math,criteria_examples,1,1,1,1,New,Gemini 2.5 Pro,Full
479,16,Math,basic,1,1,1,1,New,OpenAI o3,Empty
553,17,Math,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
726,10,ELA,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
66,11,Math,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
756,10,ELA,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
157,12,Math,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
576,8,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
304,14,Math,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
769,20,Math,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
708,19,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
557,17,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
94,2,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
557,17,Math,criteria_examples,1,0,1,1,New,OpenAI o4 Mini,Full
670,9,ELA,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
359,5,ELA,criteria_examples,0,0,1,0,New,Gemini 2.5 Pro,Full
667,9,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
287,14,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
433,6,ELA,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
773,20,Math,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
599,8,ELA,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
741,10,ELA,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
426,6,ELA,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
378,15,Math,basic,0,0,0,0,New,OpenAI o3,Empty
234,13,Math,criteria_examples,1,1,1,1,New,Gemini 2.5 Pro,Full
696,19,Math,basic,0,0,0,0,New,OpenAI o3,Empty
473,16,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
118,2,ELA,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
446,16,Math,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
647,9,ELA,criteria,0,0,0,0,New,OpenAI o3,Criteria Only
790,20,Math,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
362,15,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
216,13,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
34,1,ELA,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
445,16,Math,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
531,17,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
582,8,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
611,18,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
393,15,Math,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
430,6,ELA,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
544,17,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
606,18,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
388,15,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
278,4,ELA,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
676,9,ELA,criteria_examples,1,1,1,1,New,OpenAI o4 Mini,Full
632,18,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
226,13,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
409,6,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
194,3,ELA,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
662,9,ELA,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
19,1,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
625,18,Math,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
347,5,ELA,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
597,8,ELA,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
535,17,Math,basic,1,1,0,1,New,Claude 4.0 Sonnet,Empty
131,12,Math,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
66,11,Math,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
741,10,ELA,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
257,4,ELA,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
580,8,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
694,19,Math,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
180,3,ELA,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
670,9,ELA,basic,1,1,1,1,New,OpenAI o3,Empty
491,7,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
363,15,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
600,8,ELA,criteria,1,1,1,1,New,Gemini 2.5 Pro,Criteria Only
219,13,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
95,2,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
444,16,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
396,15,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
534,17,Math,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
498,7,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
646,9,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
509,7,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
576,8,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
137,12,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
637,18,Math,criteria,1,1,1,1,New,OpenAI o3,Criteria Only
334,5,ELA,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
173,3,ELA,criteria_examples,0,1,0,0,New,Gemini 2.5 Pro,Full
657,9,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
8,1,ELA,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
577,8,ELA,criteria_examples,0,0,0,0,New,OpenAI o3,Full
330,5,ELA,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
147,12,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
430,6,ELA,basic,1,1,1,1,New,OpenAI o3,Empty
264,4,ELA,criteria_examples,1,1,1,1,New,OpenAI o3,Full
63,11,Math,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
98,2,ELA,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
87,2,ELA,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
605,18,Math,criteria,0,0,0,0,New,OpenAI o4 Mini,Criteria Only
479,16,Math,basic,1,1,1,1,New,Claude 4.0 Sonnet,Empty
20,1,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
383,15,Math,criteria_examples,1,1,1,1,New,OpenAI o3,Full
560,17,Math,basic,1,1,1,1,New,Gemini 2.5 Pro,Empty
542,17,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
607,18,Math,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
146,12,Math,criteria,1,1,1,1,New,OpenAI o4 Mini,Criteria Only
300,14,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
405,6,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
687,19,Math,basic,0,0,0,0,New,OpenAI o3,Empty
796,20,Math,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
587,8,ELA,criteria_examples,1,1,1,1,New,OpenAI o3,Full
107,2,ELA,criteria,1,0,0,0,New,OpenAI o4 Mini,Criteria Only
381,15,Math,criteria_examples,1,1,1,1,New,Claude 4.0 Sonnet,Full
322,5,ELA,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
645,9,ELA,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
20,1,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
338,5,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
252,4,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
217,13,Math,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
116,2,ELA,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
296,14,Math,basic,0,0,0,0,New,OpenAI o3,Empty
503,7,ELA,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
140,12,Math,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
527,17,Math,criteria_examples,0,0,0,0,New,Gemini 2.5 Pro,Full
305,14,Math,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
548,17,Math,criteria_examples,0,0,0,0,New,OpenAI o3,Full
614,18,Math,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
89,2,ELA,basic,0,0,0,0,New,Claude 4.0 Sonnet,Empty
497,7,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
391,15,Math,criteria,1,1,1,1,New,Claude 4.0 Sonnet,Criteria Only
561,8,ELA,criteria_examples,0,0,0,0,New,Claude 4.0 Sonnet,Full
615,18,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
3,1,ELA,basic,0,0,0,0,New,OpenAI o3,Empty
52,11,Math,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
266,4,ELA,basic,0,0,0,0,New,OpenAI o4 Mini,Empty
574,8,ELA,basic,0,0,0,0,New,Gemini 2.5 Pro,Empty
133,12,Math,criteria,0,0,0,0,New,Claude 4.0 Sonnet,Criteria Only
252,4,ELA,criteria_examples,0,0,0,0,New,OpenAI o4 Mini,Full
644,9,ELA,criteria,0,0,0,0,New,Gemini 2.5 Pro,Criteria Only
477,16,Math,basic,1,1,1,1,New,OpenAI o4 Mini,Empty
